frame.time,frame.len,frame.protocols,eth.src,eth.dst,ip.src,ip.dst,ip.flags,ip.ttl,ip.proto,ip.checksum,ip.tos,tcp.srcport,tcp.dstport,tcp.flags,tcp.window_size_value,tcp.window_size_scalefactor,tcp.checksum,tcp.options,tcp.pdu.size,udp.srcport,udp.dstport,label
"Jan 19, 2025 03:07:37.576340000 India Standard Time",54,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.22.56,0x00,64,6,0x26d8,,43432.0,23.0,0x0002,49049.0,,0xc715,,,,,1
"Jan 19, 2025 03:09:18.104452000 India Standard Time",54,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.28.65,0x00,64,6,0xaa21,,43432.0,23.0,0x0002,49049.0,,0xbb03,,,,,1
"Jan 19, 2025 03:06:42.633679000 India Standard Time",66,eth:ethertype:ip:tcp,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.20.10,192.168.18.17,0x02,62,6,0x9832,,43614.0,23.0,0x0010,502.0,128.0,0xa405,0101080a7eb2a78a08b27400,,,,1
"Jan 19, 2025 03:08:16.245431000 India Standard Time",66,eth:ethertype:ip:tcp,0c:bc:fa:c1:00:00,02:42:da:1c:50:00,192.168.18.15,192.168.17.10,0x02,62,6,0x124b,,59720.0,23.0,0x0010,502.0,128.0,0x82c6,0101080aa2324d344194e72e,,,,1
"Jan 19, 2025 03:07:15.009589000 India Standard Time",66,eth:ethertype:ip:tcp,02:42:cc:db:31:00,0c:6e:9c:16:00:00,192.168.18.18,192.168.20.10,0x02,64,6,0x028a,,23.0,56092.0,0x0010,510.0,128.0,0x7e8c,0101080a0016060428ddeafc,,,,1
"Jan 19, 2025 03:06:09.627656000 India Standard Time",54,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.23.33,0x00,64,6,0x259c,,43432.0,23.0,0x0002,49049.0,,0xc543,,,,,1
"Jan 19, 2025 03:17:49.616883000 India Standard Time",68,eth:ethertype:ip:tcp:telnet,0c:bc:fa:c1:00:00,02:42:da:1c:50:00,192.168.0.100,192.168.17.10,0x02,61,6,0x672e,,41684.0,23.0,0x0018,502.0,128.0,0x20c3,0101080ab010ddfa403d5982,,,,1
"Jan 19, 2025 03:07:27.978666000 India Standard Time",54,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.23.208,0x00,64,6,0x4617,,43432.0,23.0,0x0002,49049.0,,0xc3e5,,,,,1
"Jan 19, 2025 03:13:50.225075000 India Standard Time",68,eth:ethertype:ip:tcp:telnet,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.0.100,0x02,64,6,0x3298,,23.0,48460.0,0x0018,502.0,128.0,0x87d2,0101080a4039b267b00d36d6,,,,1
"Jan 19, 2025 03:02:28.562996000 India Standard Time",66,eth:ethertype:ip:tcp,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.100,192.168.18.17,0x02,61,6,0xcee8,,55316.0,23.0,0x0010,502.0,128.0,0xb025,0101080a870d43042a576c10,,,,1
"Jan 19, 2025 03:15:30.494885000 India Standard Time",66,eth:ethertype:ip:tcp,0c:6e:9c:16:00:00,02:42:cc:db:31:00,192.168.20.19,192.168.18.18,0x02,62,6,0x1279,,35960.0,23.0,0x0010,502.0,128.0,0x491f,0101080af12d1dc6a02da035,,,,1
"Jan 19, 2025 03:11:04.548862000 India Standard Time",66,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.20.19,0x02,64,6,0x387b,,53114.0,23.0,0x0010,502.0,128.0,0xbde4,0101080aa812b2ebb4870af6,,,,1
"Jan 19, 2025 03:14:05.171044000 India Standard Time",85,eth:ethertype:ip:tcp:telnet,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.100,192.168.18.17,0x02,61,6,0x5894,,38628.0,23.0,0x0018,502.0,128.0,0x59ab,0101080a8717e4232a620d25,,,,1
"Jan 19, 2025 03:11:04.610303000 India Standard Time",68,eth:ethertype:ip:tcp:telnet,0c:bc:fa:c1:00:00,02:42:da:1c:50:00,192.168.20.19,192.168.17.10,0x02,62,6,0xd158,,23.0,53124.0,0x0018,502.0,128.0,0xb639,0101080ab4870b33a812b324,,,,1
"Jan 19, 2025 03:09:29.148108000 India Standard Time",66,eth:ethertype:ip:tcp,02:42:f7:f5:f7:00,02:42:cc:db:31:00,192.168.18.15,192.168.18.18,0x02,64,6,0x6f41,,52438.0,23.0,0x0010,502.0,128.0,0x9535,0101080a9f4deb9be105d94d,,,,1
"Jan 19, 2025 03:08:44.853771000 India Standard Time",85,eth:ethertype:ip:tcp:telnet,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.20.10,192.168.18.17,0x02,62,6,0xcbd4,,53306.0,23.0,0x0018,502.0,128.0,0x3487,0101080a7eb484f508b45163,,,,1
"Jan 19, 2025 03:00:35.396132000 India Standard Time",66,eth:ethertype:ip:tcp,0c:6e:9c:16:00:00,02:42:cc:db:31:00,192.168.0.100,192.168.18.18,0x02,61,6,0xc8e2,,54558.0,23.0,0x0010,502.0,128.0,0x56ed,0101080ab1c79f0364c53b36,,,,1
"Jan 19, 2025 03:10:54.858927000 India Standard Time",84,eth:ethertype:ip:tcp:telnet,0c:bc:fa:c1:00:00,02:42:da:1c:50:00,192.168.18.10,192.168.17.10,0x02,62,6,0x4801,,23.0,59796.0,0x0018,510.0,128.0,0x4d94,0101080aeb7f263e2f68a1ab,,,,1
"Jan 19, 2025 03:06:28.525657000 India Standard Time",74,eth:ethertype:ip:tcp,02:42:cc:db:31:00,02:42:f7:f5:f7:00,192.168.18.18,192.168.18.15,0x02,64,6,0x954a,,23.0,48722.0,0x0012,65160.0,,0x2a8b,020405b40402080ae10317c39f4b2a0d01030307,,,,1
"Jan 19, 2025 03:05:30.302381000 India Standard Time",68,eth:ethertype:ip:tcp:telnet,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.20.10,0x02,64,6,0x5df3,,36728.0,23.0,0x0018,502.0,128.0,0x5f46,0101080a9624ad4d44565e72,,,,1
"Jan 19, 2025 03:11:45.438507000 India Standard Time",66,eth:ethertype:ip:tcp,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.20.19,192.168.18.17,0x02,62,6,0x589b,,56126.0,23.0,0x0010,502.0,128.0,0x5896,0101080a8c8e825bf6de637c,,,,1
"Jan 19, 2025 03:21:36.316159000 India Standard Time",68,eth:ethertype:ip:tcp:telnet,0c:bc:fa:c1:00:00,02:42:da:1c:50:00,192.168.0.100,192.168.17.10,0x02,61,6,0xc73c,,41326.0,23.0,0x0018,502.0,128.0,0x9ea8,0101080ab01453864040cf0e,,,,1
"Jan 19, 2025 03:52:35.144716000 India Standard Time",93,eth:ethertype:ip:udp:dns,0c:bc:fa:c1:00:00,02:42:da:1c:50:00,192.168.0.2,192.168.17.10,0x02,61,17,0x267a,,,,,,,,,,53.0,52785.0,1
"Jan 19, 2025 03:10:25.321439000 India Standard Time",72,eth:ethertype:ip:tcp:telnet,0c:6e:9c:16:00:00,02:42:cc:db:31:00,192.168.20.19,192.168.18.18,0x02,62,6,0x4e05,,46008.0,23.0,0x0018,502.0,128.0,0xa2e5,0101080af12875b4a028f827,,,,1
"Jan 19, 2025 03:05:54.305507000 India Standard Time",54,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.16.164,0x00,64,6,0x7f31,,43432.0,23.0,0x0002,49049.0,,0xd23d,,,,,1
"Jan 19, 2025 03:12:05.299795000 India Standard Time",85,eth:ethertype:ip:tcp:telnet,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.100,0x02,64,6,0x8629,,23.0,60712.0,0x0018,510.0,128.0,0xbf98,0101080a2a60391f87160188,,,,1
"Jan 19, 2025 03:07:12.028850000 India Standard Time",66,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.18.18,0x02,64,6,0x1898,,48208.0,23.0,0x0010,502.0,128.0,0x0420,0101080ae09014d2b5b69ac3,,,,1
"Jan 19, 2025 03:06:32.660097000 India Standard Time",117,eth:ethertype:ip:tcp:telnet,02:42:cc:db:31:00,0c:6e:9c:16:00:00,192.168.18.18,192.168.17.10,0x02,64,6,0x6283,,23.0,48208.0,0x0018,510.0,128.0,0x22c6,0101080ab5b600fee08f7b07,,,,1
"Jan 19, 2025 03:06:04.438240000 India Standard Time",68,eth:ethertype:ip:tcp:telnet,0c:6e:9c:16:00:00,02:42:cc:db:31:00,192.168.20.10,192.168.18.18,0x02,62,6,0x0968,,59278.0,23.0,0x0018,502.0,128.0,0x6ba8,0101080a28dcd7780014f250,,,,1
"Jan 19, 2025 03:05:41.019889000 India Standard Time",54,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.25.250,0x00,64,6,0xee03,,43432.0,23.0,0x0002,49049.0,,0xbf91,,,,,1
"Jan 19, 2025 03:07:05.314146000 India Standard Time",54,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.25.60,0x00,64,6,0xd565,,43432.0,23.0,0x0002,49049.0,,0xc10d,,,,,1
"Jan 19, 2025 03:08:04.120154000 India Standard Time",78,eth:ethertype:ip:tcp:telnet,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.17.10,0x02,64,6,0x47d8,,23.0,36212.0,0x0018,510.0,128.0,0x30c7,0101080afc49217218fed09b,,,,1
"Jan 19, 2025 03:06:25.703447000 India Standard Time",54,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.26.156,0x00,64,6,0x2129,,43432.0,2323.0,0x0002,49049.0,,0xb551,,,,,1
"Jan 19, 2025 03:10:09.827020000 India Standard Time",118,eth:ethertype:ip:tcp:telnet,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.18.15,0x02,64,6,0xcb4c,,23.0,41810.0,0x0018,510.0,128.0,0x3c10,0101080a4196a2e2a233f846,,,,1
"Jan 19, 2025 03:11:51.197414000 India Standard Time",68,eth:ethertype:ip:tcp:telnet,02:42:51:78:60:00,02:42:cc:db:31:00,192.168.18.10,192.168.18.18,0x02,64,6,0x2f19,,48072.0,23.0,0x0018,502.0,128.0,0x0709,0101080a25f0df342f56258d,,,,1
"Jan 19, 2025 03:12:52.827466000 India Standard Time",66,eth:ethertype:ip:tcp,0c:6e:9c:16:00:00,02:42:cc:db:31:00,192.168.0.100,192.168.18.18,0x02,61,6,0x84e4,,54928.0,23.0,0x0010,502.0,128.0,0x381f,0101080ab1d2df9a64d07bcd,,,,1
"Jan 19, 2025 03:21:30.093006000 India Standard Time",74,eth:ethertype:ip:tcp,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.100,0x02,64,6,0xa6f6,,23.0,41614.0,0x0012,65160.0,,0x9539,020405b40402080a2a68d758871eae0901030307,,,,1
"Jan 19, 2025 03:06:59.580963000 India Standard Time",72,eth:ethertype:ip:tcp:telnet,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.17.10,0x02,64,6,0x4750,,23.0,38596.0,0x0018,510.0,128.0,0x5a3c,0101080afc48255718fdd48d,,,,1
"Jan 19, 2025 03:12:33.373670000 India Standard Time",85,eth:ethertype:ip:tcp:telnet,0c:bc:fa:c1:00:00,02:42:da:1c:50:00,192.168.0.100,192.168.17.10,0x02,61,6,0x68eb,,56124.0,23.0,0x0018,502.0,128.0,0x7194,0101080ab00c0aa44038862c,,,,1
"Jan 19, 2025 03:20:36.433964000 India Standard Time",66,eth:ethertype:ip:tcp,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.100,0x02,64,6,0x4e02,,23.0,46828.0,0x0010,510.0,128.0,0x1033,0101080a2a6805bd871ddc73,,,,1
"Jan 19, 2025 03:00:53.178819000 India Standard Time",66,eth:ethertype:ip:tcp,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.100,192.168.18.17,0x02,61,6,0x60c4,,55802.0,23.0,0x0010,502.0,128.0,0xe8c6,0101080a870bce6b2a55f7a1,,,,1
"Jan 19, 2025 03:04:39.394131000 India Standard Time",66,eth:ethertype:ip:tcp,0c:bc:fa:c1:00:00,02:42:da:1c:50:00,192.168.33.12,192.168.17.10,0x02,60,6,0xfc2b,,54455.0,23.0,0x0010,788.0,128.0,0x0d1d,0101080a5d9cfa1e3130e758,,,,1
"Jan 19, 2025 03:09:47.052499000 India Standard Time",66,eth:ethertype:ip:tcp,0c:bc:fa:c1:00:00,02:42:da:1c:50:00,192.168.20.10,192.168.17.10,0x02,62,6,0x1390,,33922.0,23.0,0x0010,502.0,128.0,0xd0b6,0101080a445a496096289836,,,,1
"Jan 19, 2025 03:08:01.443382000 India Standard Time",66,eth:ethertype:ip:tcp,0c:bc:fa:c1:00:00,02:42:da:1c:50:00,192.168.18.15,192.168.17.10,0x02,62,6,0xc108,,35926.0,23.0,0x0010,502.0,128.0,0x5c5c,0101080aa232134a4194ad41,,,,1
"Jan 19, 2025 04:16:48.494871000 India Standard Time",80,eth:ethertype:ip:tcp:mqtt,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.1.1,0x02,64,6,0x3aaa,,60413.0,1883.0,0x0018,502.0,128.0,0x5976,0101080a39fd684e6a126121,14,,,1
"Jan 19, 2025 03:06:19.860050000 India Standard Time",66,eth:ethertype:ip:tcp,0c:bc:fa:c1:00:00,02:42:da:1c:50:00,192.168.33.12,192.168.17.10,0x02,60,6,0xfa4e,,54455.0,23.0,0x0010,1037.0,128.0,0x8c11,0101080a5d9e829531326fd6,,,,1
"Jan 19, 2025 03:11:02.993967000 India Standard Time",54,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.19.213,0x00,64,6,0xd27b,,43432.0,23.0,0x0002,49049.0,,0xcbdb,,,,,1
"Jan 19, 2025 03:10:28.125634000 India Standard Time",78,eth:ethertype:ip:tcp:telnet,02:42:3a:fa:55:00,02:42:da:1c:50:00,192.168.17.15,192.168.17.10,0x02,64,6,0x9282,,23.0,45310.0,0x0018,510.0,128.0,0xc446,0101080abaa34566d09bb722,,,,1
"Jan 19, 2025 03:03:05.361808000 India Standard Time",84,eth:ethertype:ip:tcp:telnet,0c:bc:fa:c1:00:00,02:42:da:1c:50:00,192.168.20.10,192.168.17.10,0x02,62,6,0xec01,,60972.0,23.0,0x0018,502.0,128.0,0x80ce,0101080a445428449622771a,,,,1
"Jan 19, 2025 03:05:22.820232000 India Standard Time",68,eth:ethertype:ip:tcp:telnet,0c:6e:9c:16:00:00,02:42:cc:db:31:00,192.168.20.10,192.168.18.18,0x02,62,6,0xf40b,,49826.0,23.0,0x0018,502.0,128.0,0xcc41,0101080a28dc34e700144fc3,,,,1
"Jan 19, 2025 03:07:33.162296000 India Standard Time",54,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.20.47,0x00,64,6,0x75ab,,43432.0,23.0,0x0002,49049.0,,0xcb27,,,,,1
"Jan 19, 2025 03:17:55.672242000 India Standard Time",69,eth:ethertype:ip:tcp:telnet,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.100,192.168.18.17,0x02,61,6,0x8417,,49502.0,23.0,0x0018,502.0,128.0,0x0cce,0101080a871b68882a659192,,,,1
"Jan 19, 2025 03:05:46.611314000 India Standard Time",85,eth:ethertype:ip:tcp:telnet,0c:6e:9c:16:00:00,02:42:cc:db:31:00,192.168.20.10,192.168.18.18,0x02,62,6,0x776e,,33324.0,23.0,0x0018,502.0,128.0,0x5899,0101080a28dc91d60014acb2,,,,1
"Jan 19, 2025 03:07:03.594595000 India Standard Time",68,eth:ethertype:ip:tcp:telnet,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.0.100,0x02,64,6,0x902f,,23.0,44140.0,0x0018,502.0,128.0,0x6c1e,0101080a40337e00b0070269,,,,1
"Jan 19, 2025 03:09:29.477602000 India Standard Time",66,eth:ethertype:ip:tcp,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.20.10,192.168.18.17,0x02,62,6,0x068e,,33376.0,23.0,0x0010,502.0,128.0,0xbce1,0101080a7eb5334708b4ff92,,,,1
"Jan 19, 2025 03:11:46.725046000 India Standard Time",76,eth:ethertype:ip:tcp:telnet,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.0.100,0x02,64,6,0x24c6,,23.0,46792.0,0x0018,510.0,128.0,0xa948,0101080a4037cffbb00b546f,,,,1
"Jan 19, 2025 03:12:43.602675000 India Standard Time",73,eth:ethertype:ip:tcp:telnet,02:42:51:78:60:00,02:42:cc:db:31:00,192.168.18.10,192.168.18.18,0x02,64,6,0xfc86,,53490.0,23.0,0x0018,502.0,128.0,0xd101,0101080a25f1abe72f56f23d,,,,1
"Jan 19, 2025 03:06:30.172355000 India Standard Time",71,eth:ethertype:ip:tcp:telnet,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.100,0x02,64,6,0xff04,,23.0,53322.0,0x0018,510.0,128.0,0xb567,0101080a2a5b1c078710f2cb,,,,1
"Jan 19, 2025 03:14:57.079242000 India Standard Time",76,eth:ethertype:ip:tcp:telnet,02:42:52:d7:fa:00,02:42:51:78:60:00,192.168.18.17,192.168.18.10,0x02,64,6,0x40f3,,23.0,41868.0,0x0018,510.0,128.0,0x55a7,0101080aab4554a46364a38a,,,,1
"Jan 19, 2025 03:08:13.421092000 India Standard Time",54,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.30.83,0x00,64,6,0xf6c8,,43432.0,23.0,0x0002,49049.0,,0xb6df,,,,,1
"Jan 19, 2025 03:08:52.553977000 India Standard Time",54,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.16.94,0x00,64,6,0x401a,,43432.0,23.0,0x0002,49049.0,,0xd2c9,,,,,1
"Jan 19, 2025 03:09:03.371720000 India Standard Time",66,eth:ethertype:ip:tcp,02:42:f7:f5:f7:00,02:42:52:d7:fa:00,192.168.18.15,192.168.18.17,0x02,64,6,0x66cc,,41144.0,23.0,0x0010,502.0,128.0,0xe19a,0101080ae1bc3065405cb24f,,,,1
"Jan 19, 2025 03:08:24.626112000 India Standard Time",66,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.18.18,0x02,64,6,0x4600,,58286.0,23.0,0x0011,502.0,128.0,0x87d1,0101080ae0913066b5b73c52,,,,1
"Jan 19, 2025 03:05:52.323720000 India Standard Time",66,eth:ethertype:ip:tcp,02:42:f7:f5:f7:00,02:42:52:d7:fa:00,192.168.18.15,192.168.18.17,0x02,64,6,0x0311,,49066.0,23.0,0x0010,502.0,128.0,0xbdad,0101080ae1b9461d4059c806,,,,1
"Jan 19, 2025 03:10:14.372332000 India Standard Time",66,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.18.17,0x02,64,6,0x0a87,,45586.0,23.0,0x0010,502.0,128.0,0x54eb,0101080a1900cd77fc4b1e3a,,,,1
"Jan 19, 2025 03:14:30.570908000 India Standard Time",73,eth:ethertype:ip:tcp:telnet,0c:6e:9c:16:00:00,02:42:cc:db:31:00,192.168.0.100,192.168.18.18,0x02,61,6,0x6e37,,33620.0,23.0,0x0018,502.0,128.0,0x534c,0101080ab1d45d6964d1f955,,,,1
"Jan 19, 2025 03:05:01.691718000 India Standard Time",74,eth:ethertype:ip:tcp,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.100,0x02,64,6,0xa6f6,,23.0,52346.0,0x0012,65160.0,,0x826b,020405b40402080a2a59c267870f991801030307,,,,1
"Jan 19, 2025 03:11:10.323788000 India Standard Time",66,eth:ethertype:ip:tcp,0c:6e:9c:16:00:00,02:42:cc:db:31:00,192.168.0.100,192.168.18.18,0x02,61,6,0xf2a7,,34332.0,23.0,0x0010,502.0,128.0,0xa48a,0101080ab1d14f3164ceeb64,,,,1
"Jan 19, 2025 03:06:07.079987000 India Standard Time",54,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.29.224,0x00,64,6,0x1965,,43432.0,23.0,0x0002,49049.0,,0xb7c5,,,,,1
"Jan 19, 2025 03:07:56.215475000 India Standard Time",66,eth:ethertype:ip:tcp,0c:bc:fa:c1:00:00,02:42:da:1c:50:00,192.168.18.15,192.168.17.10,0x02,62,6,0x3759,,59376.0,23.0,0x0010,502.0,128.0,0x7c3e,0101080aa231fef7419498f2,,,,1
"Jan 19, 2025 03:05:45.674581000 India Standard Time",66,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.20.10,0x02,64,6,0x9bdd,,23.0,55482.0,0x0010,510.0,128.0,0x6628,0101080a9624e95a44569a56,,,,1
"Jan 19, 2025 03:07:14.295629000 India Standard Time",54,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.21.115,0x00,64,6,0x2a17,,43432.0,23.0,0x0002,49049.0,,0xc89f,,,,,1
"Jan 19, 2025 03:06:21.982744000 India Standard Time",66,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.20.19,0x02,64,6,0x2631,,38648.0,23.0,0x0010,502.0,128.0,0xf87c,0101080aa80e6325b482bb2f,,,,1
"Jan 19, 2025 03:07:24.477201000 India Standard Time",68,eth:ethertype:ip:tcp:telnet,0c:bc:fa:c1:00:00,02:42:da:1c:50:00,192.168.0.100,192.168.17.10,0x02,61,6,0xb3a5,,56130.0,23.0,0x0018,502.0,128.0,0xa62c,0101080ab00754074033cf8e,,,,1
"Jan 19, 2025 03:14:57.852810000 India Standard Time",112,eth:ethertype:ip:tcp:telnet,02:42:cc:db:31:00,0c:6e:9c:16:00:00,192.168.18.18,192.168.0.100,0x02,64,6,0xf026,,23.0,48998.0,0x0018,510.0,128.0,0xa9a8,0101080a64d26434b1d4bd07,,,,1
"Jan 19, 2025 03:16:54.815739000 India Standard Time",68,eth:ethertype:ip:tcp:telnet,0c:6e:9c:16:00:00,02:42:cc:db:31:00,192.168.0.100,192.168.18.18,0x02,61,6,0x88b5,,47798.0,23.0,0x0018,502.0,128.0,0xa261,0101080ab1d690df64d42d13,,,,1
"Jan 19, 2025 03:07:05.495028000 India Standard Time",66,eth:ethertype:ip:tcp,0c:6e:9c:16:00:00,02:42:cc:db:31:00,192.168.0.100,192.168.18.18,0x02,61,6,0x90b6,,51830.0,23.0,0x0011,502.0,128.0,0x189b,0101080ab1cd92be64cab60f,,,,1
"Jan 19, 2025 03:16:14.681798000 India Standard Time",69,eth:ethertype:ip:tcp:telnet,0c:bc:fa:c1:00:00,02:42:da:1c:50:00,192.168.18.10,192.168.17.10,0x02,62,6,0x1a69,,58124.0,23.0,0x0018,502.0,128.0,0x48b9,0101080aeb84078d2f6d82fb,,,,1
"Jan 19, 2025 03:09:11.826530000 India Standard Time",72,eth:ethertype:ip:tcp:telnet,0c:6e:9c:16:00:00,02:42:cc:db:31:00,192.168.20.10,192.168.18.18,0x02,62,6,0x4039,,49696.0,23.0,0x0018,502.0,128.0,0x1053,0101080a28dfb3750017ce50,,,,1
"Jan 19, 2025 03:06:07.080248000 India Standard Time",54,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.30.199,0x00,64,6,0xdd8a,,43432.0,23.0,0x0002,49049.0,,0xb5f7,,,,,1
"Jan 19, 2025 03:13:30.416783000 India Standard Time",66,eth:ethertype:ip:tcp,02:42:cc:db:31:00,0c:6e:9c:16:00:00,192.168.18.18,192.168.0.100,0x02,64,6,0x6f3a,,23.0,39250.0,0x0010,502.0,128.0,0x8b76,0101080a64d10ea8b1d3726f,,,,1
"Jan 19, 2025 03:07:17.156142000 India Standard Time",72,eth:ethertype:ip:tcp:telnet,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.17.10,192.168.18.17,0x02,62,6,0xd3da,,50788.0,23.0,0x0018,502.0,128.0,0x13ee,0101080a18fe1934fc4869f9,,,,1
"Jan 19, 2025 03:01:13.720563000 India Standard Time",66,eth:ethertype:ip:tcp,0c:6e:9c:16:00:00,02:42:cc:db:31:00,192.168.0.100,192.168.18.18,0x02,61,6,0xbc29,,51816.0,23.0,0x0010,502.0,128.0,0xae1b,0101080ab1c834b864c5d0ec,,,,1
"Jan 19, 2025 03:19:05.338134000 India Standard Time",66,eth:ethertype:ip:tcp,0c:bc:fa:c1:00:00,02:42:da:1c:50:00,192.168.0.100,192.168.17.10,0x02,61,6,0x1a43,,42420.0,23.0,0x0010,502.0,128.0,0x71a3,0101080ab01205c3403e8149,,,,1
"Jan 19, 2025 03:09:23.587173000 India Standard Time",66,eth:ethertype:ip:tcp,0c:6e:9c:16:00:00,02:42:cc:db:31:00,192.168.0.100,192.168.18.18,0x02,61,6,0x1116,,37964.0,23.0,0x0011,502.0,128.0,0x1fa2,0101080ab1cfae3264ccd1f2,,,,1
"Jan 19, 2025 03:22:08.017111000 India Standard Time",68,eth:ethertype:ip:tcp:telnet,0c:bc:fa:c1:00:00,02:42:da:1c:50:00,192.168.0.100,192.168.17.10,0x02,61,6,0x28f6,,47848.0,23.0,0x0018,502.0,128.0,0xd4e8,0101080ab014cf5a40414ae3,,,,1
"Jan 19, 2025 03:10:38.305801000 India Standard Time",54,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.27.92,0x00,64,6,0x4ba8,,43432.0,23.0,0x0002,49049.0,,0xbccd,,,,,1
"Jan 19, 2025 03:10:32.391475000 India Standard Time",66,eth:ethertype:ip:tcp,0c:bc:fa:c1:00:00,02:42:da:1c:50:00,192.168.18.18,192.168.17.10,0x02,62,6,0x223a,,23.0,39584.0,0x0010,510.0,128.0,0x6ca2,0101080ab5b9a96ee0932375,,,,1
"Jan 19, 2025 03:02:21.088964000 India Standard Time",74,eth:ethertype:ip:tcp,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.100,192.168.18.17,0x02,61,6,0xcefb,,55316.0,23.0,0x0002,64240.0,,0x990f,020405b40402080a870d25c00000000001030307,,,,1
"Jan 19, 2025 03:14:51.037901000 India Standard Time",66,eth:ethertype:ip:tcp,0c:bc:fa:c1:00:00,02:42:da:1c:50:00,192.168.18.10,192.168.17.10,0x02,62,6,0x9a11,,54996.0,23.0,0x0010,502.0,128.0,0x3fa3,0101080aeb82c0c82f6c3c35,,,,1
"Jan 19, 2025 03:12:59.875431000 India Standard Time",73,eth:ethertype:ip:tcp:telnet,0c:6e:9c:16:00:00,02:42:cc:db:31:00,192.168.20.19,192.168.18.18,0x02,62,6,0xde9b,,40796.0,23.0,0x0018,502.0,128.0,0x92c2,0101080af12ad16ea02b53e2,,,,1
